Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14_Sep_2020,Rome Masters,Clay,R64,81,24,(WC)Sinner d. Benoit Paire [FRA],6-2 6-1,,1.9,7.80%,0.00%,70.60%,72.20%,73.30%,4-Apr,1:04
7_Sep_2020,Kitzbuhel,Clay,R16,74,81,(Q)Laslo Djere [SRB] d. (WC)Sinner,6-4 6-4,,0.63,1.60%,0.00%,49.20%,71.00%,46.90%,7-Apr,1:19
7_Sep_2020,Kitzbuhel,Clay,R32,74,75,(WC)Sinner d. (WC)Philipp Kohlschreiber [GER],6-3 6-2,,2,11.40%,0.00%,59.10%,84.60%,61.10%,2-Jan,1:07
31_Aug_2020,US Open,Hard,R128,74,16,(11)Karen Khachanov [RUS] d. Sinner,3-6 6-7(7) 6-2 6-0 7-6(4),,0.76,6.30%,2.60%,56.50%,74.10%,44.60%,17/22,3:44
24_Aug_2020,Cincinnati Masters,Hard,Q1,73,99,Salvatore Caruso [ITA] d. (14)Sinner,5-7 6-4 6-2,,0.84,2.30%,1.10%,49.40%,72.10%,36.40%,10-Apr,2:03
2_Mar_2020,Indian Wells CH,Hard,R16,71,114,(11)Denis Kudla [USA] d. (6)Sinner,6-3 6-7(4) 6-2,,1.04,4.50%,1.10%,55.70%,71.40%,53.80%,7-Feb,2:18
2_Mar_2020,Indian Wells CH,Hard,R32,71,978,(6)Sinner d. (Q)Sem Verbeek [NED],6-0 6-1,,3.68,5.90%,0.00%,58.80%,90.00%,71.40%,0/0,0:45
17_Feb_2020,Marseille,Hard,R16,68,5,(1)Daniil Medvedev [RUS] d. Sinner,1-6 6-1 6-2, (ch),0.56,1.50%,1.50%,61.20%,58.50%,46.20%,7-Mar,1:19
17_Feb_2020,Marseille,Hard,R32,68,102,Sinner d. (Q)Norbert Gombos [SVK],6-4 7-6(5),,1.1,10.70%,2.40%,54.80%,78.30%,52.60%,6-Jun,2:03
10_Feb_2020,Rotterdam,Hard,QF,79,30,Pablo Carreno Busta [ESP] d. (WC)Sinner,7-5 3-6 7-6(6),,1.04,8.00%,0.90%,60.20%,79.40%,46.70%,7-May,2:44
10_Feb_2020,Rotterdam,Hard,R16,79,10,(WC)Sinner d. (4)David Goffin [BEL],7-6(7) 7-5,,1.28,6.10%,0.00%,64.60%,71.70%,55.20%,8-Jun,1:59
10_Feb_2020,Rotterdam,Hard,R32,79,50,(WC)Sinner d. Radu Albot [MDA],W/O,,,,,,,,,
3_Feb_2020,Montpellier,Hard,R32,78,76,Mikael Ymer [SWE] d. Sinner,6-3 6-4, (ch),0.74,3.80%,5.80%,59.60%,71.00%,33.30%,6-Feb,1:25
20_Jan_2020,Australian Open,Hard,R64,82,67,Marton Fucsovics [HUN] d. Sinner,6-4 6-4 6-3, (ch),0.81,0.00%,4.00%,54.50%,65.50%,37.00%,12-May,2:16
20_Jan_2020,Australian Open,Hard,R128,82,216,Sinner d. (Q)Max Purcell [AUS],7-6(2) 6-2 6-4,,1.39,2.20%,1.10%,58.20%,79.20%,52.60%,6-Apr,2:19
13_Jan_2020,Auckland,Hard,R32,79,24,(5)Benoit Paire [FRA] d. (WC)Sinner,6-4 2-6 6-4,,0.98,5.30%,3.20%,66.00%,72.60%,37.50%,9-Jun,1:55
6_Jan_2020,Bendigo CH,Hard,R32,78,121,Emil Ruusuvuori [FIN] d. (3)Sinner,6-3 6-4,,0.65,13.60%,5.10%,59.30%,71.40%,33.30%,5-Feb,1:01
11_Nov_2019,Ortisei CH,Hard,F,96,173,(2)Sinner d. (10)Sebastian Ofner [AUT],6-2 6-4, (ch),1.79,12.80%,4.30%,63.80%,83.30%,58.80%,2-Jan,1:06
11_Nov_2019,Ortisei CH,Hard,SF,96,124,(2)Sinner d. (6)Antoine Hoang [FRA],6-3 7-6(4),,1.47,6.30%,3.10%,50.00%,90.60%,65.60%,4-Mar,1:17
11_Nov_2019,Ortisei CH,Hard,QF,96,153,(2)Sinner d. (8)Federico Gaio [ITA],6-4 6-4,,1.47,16.10%,3.60%,51.80%,75.90%,66.70%,4-Mar,1:14
11_Nov_2019,Ortisei CH,Hard,R16,96,183,(2)Sinner d. (13)Roberto Marcora [ITA],6-3 6-4,,1.62,11.50%,7.70%,55.80%,86.20%,65.20%,0/0,1:02
11_Nov_2019,Ortisei CH,Hard,R32,96,275,(2)Sinner d. Lucas Miedler [AUT],7-6(5) 7-5,,1.49,19.50%,3.90%,67.50%,86.50%,52.00%,6-Jun,1:30
5_Nov_2019,NextGen Finals,Hard,F,95,18,(8)Sinner d. (1)Alex De Minaur [AUS],4-2 4-1 4-2, (ch),1.51,3.80%,1.90%,67.30%,74.30%,58.80%,9-Sep,1:04
5_Nov_2019,NextGen Finals,Hard,SF,95,60,(8)Sinner d. (5)Miomir Kecmanovic [SRB],2-4 4-1 4-2 4-2, (ch),1.18,7.70%,3.10%,55.40%,75.00%,65.50%,9-Aug,1:15
5_Nov_2019,NextGen Finals,Hard,RR,95,47,(8)Sinner d. (2)Frances Tiafoe [USA],3-4(4) 4-2 4-2 4-2,,1.13,19.70%,5.60%,62.00%,84.10%,51.90%,4-Apr,1:26
5_Nov_2019,NextGen Finals,Hard,RR,95,55,(3)Ugo Humbert [FRA] d. (8)Sinner,4-3(5) 3-4(3) 4-2 4-2,,1.02,5.30%,0.00%,61.30%,78.30%,55.20%,4-Jan,1:43
5_Nov_2019,NextGen Finals,Hard,RR,95,74,(8)Sinner d. (6)Mikael Ymer [SWE],4-0 4-2 4-1, (ch),1.92,9.10%,4.50%,72.70%,84.40%,41.70%,5-May,0:56
21_Oct_2019,Vienna,Hard,R16,101,14,(4)Gael Monfils [FRA] d. (WC)Sinner,6-3 7-6(8), (ch),0.9,5.60%,1.40%,56.30%,77.50%,51.60%,5-Apr,1:25
21_Oct_2019,Vienna,Hard,R32,101,79,(WC)Sinner d. (Q)Philipp Kohlschreiber [GER],6-3 6-4, (ch),1.24,9.50%,1.40%,59.50%,77.30%,46.70%,8-Jul,1:30
14_Oct_2019,Antwerp,Hard,SF,119,18,(4)Stan Wawrinka [SUI] d. (WC)Sinner,6-3 6-2, (ch),0.54,2.00%,0.00%,58.00%,58.60%,42.90%,9-May,1:05
14_Oct_2019,Antwerp,Hard,QF,119,53,(WC)Sinner d. Frances Tiafoe [USA],6-4 3-6 6-3, (ch),1.1,12.50%,2.50%,63.70%,80.40%,51.70%,5-Apr,1:41
14_Oct_2019,Antwerp,Hard,R16,119,13,(WC)Sinner d. (1)Gael Monfils [FRA],6-3 6-2, (ch),2.09,4.50%,2.30%,47.70%,81.00%,73.90%,1-Jan,1:00
14_Oct_2019,Antwerp,Hard,R32,119,91,(WC)Sinner d. (Q)Kamil Majchrzak [POL],6-4 6-2, (ch),1.4,5.80%,0.00%,61.50%,68.80%,65.00%,0/1,1:09
7_Oct_2019,Mouilleron-Le-Captif CH,Hard,SF,127,247,Mathias Bourgue [FRA] d. (14)Sinner,6-4 4-6 7-6(6),,1.24,8.00%,0.00%,66.70%,69.00%,69.00%,7-Mar,2:16
7_Oct_2019,Mouilleron-Le-Captif CH,Hard,QF,127,90,(14)Sinner d. (6)Marius Copil [ROU],3-6 6-1 6-4,,1.06,6.20%,3.10%,58.80%,68.40%,47.50%,8-May,1:51
7_Oct_2019,Mouilleron-Le-Captif CH,Hard,R16,127,152,(14)Sinner d. Lukas Rosol [CZE],6-7(3) 7-5 6-3,,1.14,9.80%,2.70%,65.20%,79.50%,46.20%,8-Jun,2:32
7_Oct_2019,Mouilleron-Le-Captif CH,Hard,R32,127,221,(14)Sinner d. Tristan Lamasine [FRA],7-5 6-1,,1.46,4.00%,2.70%,57.30%,69.80%,56.30%,7-Jun,1:31
23_Sep_2019,Orleans CH,Hard,R16,128,64,(3)Aljaz Bedene [SLO] d. (15)Sinner,6-4 4-6 6-4,,0.9,8.20%,2.10%,59.80%,72.40%,56.40%,10-Aug,2:12
