Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
07-Jun-10,Queen's Club,Grass,QF,1,31,(8)Feliciano Lopez [ESP] d. (1)Nadal,7-6(5) 6-4,1.16,5.20%,3.40%,70.70%,75.60%,58.80%,0/3,01:51
07-Jun-10,Queen's Club,Grass,R16,1,72,(1)Nadal d. (16)Denis Istomin [UZB],7-6(4) 4-6 6-4,1.05,1.90%,1.90%,71.00%,65.80%,64.50%,3/6,02:10
07-Jun-10,Queen's Club,Grass,R32,1,112,(1)Nadal d. Marcos Daniel [BRA],6-2 6-2,2.84,15.40%,2.60%,66.70%,92.30%,61.50%,0/0,00:53
24-May-10,Roland Garros,Clay,F,2,7,(2)Nadal d. (5)Robin Soderling [SWE],6-4 6-2 6-4,1.37,7.80%,1.10%,76.70%,73.90%,61.90%,8/8,02:18
24-May-10,Roland Garros,Clay,SF,2,27,(2)Nadal d. (22)Jurgen Melzer [AUT],6-2 6-3 7-6(6),1.65,4.70%,4.70%,76.50%,75.40%,55.00%,1/3,02:09
24-May-10,Roland Garros,Clay,QF,2,21,(2)Nadal d. (19)Nicolas Almagro [ESP],7-6(2) 7-6(3) 6-4,1.16,3.60%,0.00%,73.00%,72.80%,56.70%,1/2,02:35
24-May-10,Roland Garros,Clay,R16,2,29,(2)Nadal d. (24)Thomaz Bellucci [BRA],6-2 7-5 6-4,1.43,2.30%,0.00%,73.90%,63.10%,65.20%,5/9,02:33
24-May-10,Roland Garros,Clay,R32,2,33,(2)Nadal d. (28)Lleyton Hewitt [AUS],6-3 6-4 6-3,1.41,1.30%,1.30%,75.90%,70.00%,52.60%,3/6,02:28
24-May-10,Roland Garros,Clay,R64,2,44,(2)Nadal d. Horacio Zeballos [ARG],6-2 6-2 6-3,1.9,1.40%,2.70%,79.70%,79.70%,46.70%,5/6,01:45
24-May-10,Roland Garros,Clay,R128,2,655,(2)Nadal d. (WC)Gianni Mina [FRA],6-2 6-2 6-2,1.47,0.00%,0.00%,68.10%,71.00%,51.70%,9/9,02:23
09-May-10,Madrid Masters,Clay,F,3,1,(2)Nadal d. (1)Roger Federer [SUI],6-4 7-6(5),1.03,2.50%,2.50%,72.80%,54.20%,63.60%,8/11,02:11
09-May-10,Madrid Masters,Clay,SF,3,35,(2)Nadal d. Nicolas Almagro [ESP],4-6 6-2 6-2,1.26,1.40%,1.40%,64.30%,77.80%,36.00%,3/6,02:16
09-May-10,Madrid Masters,Clay,QF,3,18,(2)Nadal d. (12)Gael Monfils [FRA],6-1 6-3,2.52,2.40%,2.40%,73.20%,90.00%,54.50%,2/2,01:18
09-May-10,Madrid Masters,Clay,R16,3,19,(2)Nadal d. (13)John Isner [USA],7-5 6-4,2.17,1.90%,0.00%,65.40%,85.30%,83.30%,0/0,01:27
09-May-10,Madrid Masters,Clay,R32,3,62,(2)Nadal d. (Q)Alexandr Dolgopolov [UKR],6-4 6-3,1.26,0.00%,2.90%,76.50%,71.20%,56.30%,1/1,01:27
25-Apr-10,Rome Masters,Clay,F,3,17,(3)Nadal d. (13)David Ferrer [ESP],7-5 6-2,1.75,5.50%,0.00%,80.00%,77.30%,63.60%,1/1,01:44
25-Apr-10,Rome Masters,Clay,SF,3,40,(3)Nadal d. Ernests Gulbis [LAT],6-4 3-6 6-4,1.09,0.00%,1.10%,76.60%,69.40%,54.50%,6/7,02:47
25-Apr-10,Rome Masters,Clay,QF,3,26,(3)Nadal d. Stan Wawrinka [SUI],6-4 6-1,1.13,3.10%,3.10%,75.00%,72.90%,50.00%,2/2,01:31
25-Apr-10,Rome Masters,Clay,R16,3,39,(3)Nadal d. Victor Hanescu [ROU],6-3 6-2,1.56,0.00%,1.70%,78.30%,74.50%,53.80%,5/5,01:23
25-Apr-10,Rome Masters,Clay,R32,3,29,(3)Nadal d. Philipp Kohlschreiber [GER],6-1 6-3,2.24,4.80%,0.00%,69.00%,79.30%,76.90%,1/1,01:10
11-Apr-10,Monte Carlo Masters,Clay,F,3,12,(2)Nadal d. (6)Fernando Verdasco [ESP],6-0 6-1,1.8,4.40%,2.20%,68.90%,64.50%,64.30%,5/5,01:26
11-Apr-10,Monte Carlo Masters,Clay,SF,3,17,(2)Nadal d. (11)David Ferrer [ESP],6-2 6-3,1.43,4.00%,4.00%,70.00%,65.70%,53.30%,2/4,01:15
11-Apr-10,Monte Carlo Masters,Clay,QF,3,16,(2)Nadal d. (9)Juan Carlos Ferrero [ESP],6-4 6-2,1.54,4.20%,0.00%,66.70%,78.10%,56.30%,0/1,01:35
11-Apr-10,Monte Carlo Masters,Clay,R16,3,51,(2)Nadal d. Michael Berrer [GER],6-0 6-1,3,5.30%,2.60%,71.10%,77.80%,72.70%,0/0,00:54
11-Apr-10,Monte Carlo Masters,Clay,R32,3,77,(2)Nadal d. (Q)Thiemo De Bakker [NED],6-1 6-0,2.47,4.80%,2.40%,57.10%,75.00%,66.70%,3/3,01:00
24-Mar-10,Miami Masters,Hard,SF,4,8,(6)Andy Roddick [USA] d. (4)Nadal,4-6 6-3 6-3,0.82,7.80%,0.00%,62.30%,70.80%,58.60%,3/6,02:06
24-Mar-10,Miami Masters,Hard,QF,4,10,(4)Nadal d. (8)Jo Wilfried Tsonga [FRA],6-3 6-2,1.34,1.40%,2.90%,72.90%,64.70%,63.20%,8/8,01:31
24-Mar-10,Miami Masters,Hard,R16,4,17,(4)Nadal d. (15)David Ferrer [ESP],7-6(5) 6-4,1.13,2.90%,1.40%,59.40%,73.20%,60.70%,5/7,01:57
24-Mar-10,Miami Masters,Hard,R32,4,161,(4)Nadal d. (WC)David Nalbandian [ARG],6-7(8) 6-2 6-2,1.16,5.20%,3.10%,60.80%,79.70%,47.40%,2/3,02:26
24-Mar-10,Miami Masters,Hard,R64,4,83,(4)Nadal d. Taylor Dent [USA],6-4 6-3,1.51,4.10%,0.00%,67.30%,75.80%,62.50%,1/2,01:11
11-Mar-10,Indian Wells Masters,Hard,SF,3,26,(20)Ivan Ljubicic [CRO] d. (3)Nadal,3-6 6-4 7-6(1),1.18,5.70%,2.30%,62.50%,72.70%,63.60%,4/6,02:35
11-Mar-10,Indian Wells Masters,Hard,QF,3,25,(3)Nadal d. (19)Tomas Berdych [CZE],6-4 7-6(4),1.28,4.30%,1.40%,72.90%,70.60%,57.90%,5/7,02:12
11-Mar-10,Indian Wells Masters,Hard,R16,3,20,(3)Nadal d. (15)John Isner [USA],7-5 3-6 6-3,1.76,2.70%,4.10%,60.30%,84.10%,72.40%,0/1,02:11
11-Mar-10,Indian Wells Masters,Hard,R32,3,694,(3)Nadal d. Mario Ancic [CRO],6-2 6-2,3.98,13.50%,8.10%,64.90%,95.80%,69.20%,0/0,01:06
11-Mar-10,Indian Wells Masters,Hard,R64,3,90,(3)Nadal d. (Q)Rainer Schuettler [GER],6-4 6-4,1.33,4.90%,6.60%,73.80%,75.60%,43.80%,0/1,01:34
18-Jan-10,Australian Open,Hard,QF,2,4,(5)Andy Murray [GBR] d. (2)Nadal,6-3 7-6(2) 3-0 RET,0.81,1.40%,1.40%,66.70%,62.50%,41.70%,6/10,02:30
18-Jan-10,Australian Open,Hard,R16,2,39,(2)Nadal d. Ivo Karlovic [CRO],6-4 4-6 6-4 6-4,1.16,2.00%,2.00%,70.60%,77.80%,73.30%,1/2,02:36
18-Jan-10,Australian Open,Hard,R32,2,26,(2)Nadal d. (27)Philipp Kohlschreiber [GER],6-4 6-2 2-6 7-5,1.06,4.30%,2.20%,60.90%,69.00%,51.90%,1/12,03:30
18-Jan-10,Australian Open,Hard,R64,2,75,(2)Nadal d. Lukas Lacko [SVK],6-2 6-2 6-2,1.85,1.60%,1.60%,54.70%,71.40%,69.00%,0/1,01:53
18-Jan-10,Australian Open,Hard,R128,2,70,(2)Nadal d. Peter Luczak [AUS],7-6(0) 6-1 6-4,1.47,10.60%,1.00%,69.20%,76.40%,56.30%,6/7,02:34
04-Jan-10,Doha,Hard,F,2,6,(3)Nikolay Davydenko [RUS] d. (2)Nadal,0-6 7-6(8) 6-4,1.1,1.10%,2.20%,62.60%,66.70%,52.90%,5/8,02:43
04-Jan-10,Doha,Hard,SF,2,29,(2)Nadal d. (5)Viktor Troicki [SRB],6-1 6-3,1.96,2.20%,0.00%,62.20%,82.10%,52.90%,0/1,01:08
04-Jan-10,Doha,Hard,QF,2,122,(2)Nadal d. (Q)Steve Darcis [BEL],6-1 2-0 RET,3.84,10.50%,0.00%,63.20%,91.70%,71.40%,0/0,00:35
04-Jan-10,Doha,Hard,R16,2,62,(2)Nadal d. Potito Starace [ITA],6-2 6-2,1.71,6.00%,2.00%,64.00%,81.30%,50.00%,0/0,01:12
04-Jan-10,Doha,Hard,R32,2,93,(2)Nadal d. Simone Bolelli [ITA],6-3 6-3,1.64,9.30%,0.00%,66.70%,72.20%,72.20%,3/3,01:28
04-Dec-09,Davis Cup WG F: ESP vs CZE,Clay,RR,2,20,Nadal d. Tomas Berdych [CZE],7-5 6-0 6-2,,,,,,,,
04-Dec-09,Davis Cup WG F: ESP vs CZE,Clay,RR,2,102,Nadal d. Jan Hajek [CZE],6-3 6-4,,,,,,,,
22-Nov-09,Tour Finals,Hard,RR,2,9,Robin Soderling [SWE] d. Nadal,6-4 6-4,0.88,8.60%,1.70%,58.60%,61.80%,54.20%,3/7,01:38
22-Nov-09,Tour Finals,Hard,RR,2,3,Novak Djokovic [SRB] d. Nadal,7-6(5) 6-3,0.81,5.60%,1.40%,77.50%,60.00%,50.00%,2/5,01:58
22-Nov-09,Tour Finals,Hard,RR,2,7,Nikolay Davydenko [RUS] d. Nadal,6-1 7-6(4),0.83,1.70%,3.40%,60.30%,60.00%,43.50%,5/9,01:48
08-Nov-09,Paris Masters,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Nadal,6-2 6-3,0.55,10.50%,5.30%,65.80%,56.00%,46.20%,0/3,01:17
08-Nov-09,Paris Masters,Hard,QF,2,9,(2)Nadal d. (8)Jo Wilfried Tsonga [FRA],7-5 7-5,1.38,9.50%,0.00%,73.00%,72.20%,75.00%,6/6,01:52
08-Nov-09,Paris Masters,Hard,R16,2,15,(2)Nadal d. (14)Tommy Robredo [ESP],6-3 3-6 7-5,1.03,5.60%,2.20%,71.90%,70.30%,64.00%,4/6,02:21
08-Nov-09,Paris Masters,Hard,R32,2,27,(2)Nadal d. Nicolas Almagro [ESP],3-6 7-6(2) 7-5,1.06,8.20%,3.60%,59.10%,61.50%,53.30%,6/12,03:14
11-Oct-09,Shanghai Masters,Hard,F,2,8,(6)Nikolay Davydenko [RUS] d. (1)Nadal,7-6(3) 6-3,0.87,1.60%,0.00%,68.90%,69.00%,47.40%,5/7,02:03
11-Oct-09,Shanghai Masters,Hard,SF,2,41,(1)Nadal d. Feliciano Lopez [ESP],6-1 3-0 RET,4.06,4.20%,0.00%,58.30%,85.70%,80.00%,0/0,00:51
11-Oct-09,Shanghai Masters,Hard,QF,2,37,(1)Nadal d. Ivan Ljubicic [CRO],3-6 6-3 RET,1.2,3.60%,3.60%,74.50%,68.30%,71.40%,5/6,01:36
11-Oct-09,Shanghai Masters,Hard,R16,2,15,(1)Nadal d. (14)Tommy Robredo [ESP],6-1 6-4,1.47,0.00%,3.50%,73.70%,69.00%,60.00%,1/2,01:33
11-Oct-09,Shanghai Masters,Hard,R32,2,26,(1)Nadal d. James Blake [USA],6-2 6-7(4) 6-4,1.42,7.10%,1.20%,72.90%,77.40%,47.80%,1/3,02:12
05-Oct-09,Beijing,Hard,SF,2,15,(8)Marin Cilic [CRO] d. (1)Nadal,6-1 6-3,0.57,0.00%,0.00%,67.90%,50.00%,35.30%,1/8,01:22
05-Oct-09,Beijing,Hard,QF,2,59,(1)Nadal d. (WC)Marat Safin [RUS],6-3 6-1,1.62,1.80%,1.80%,78.20%,67.40%,66.70%,3/3,01:18
05-Oct-09,Beijing,Hard,R16,2,24,(1)Nadal d. James Blake [USA],7-5 6-7(4) 6-3,1.21,5.60%,1.90%,66.70%,66.70%,61.10%,8/11,02:24
05-Oct-09,Beijing,Hard,R32,2,90,(1)Nadal d. (WC)Marcos Baghdatis [CYP],6-4 3-6 6-4,1,2.40%,0.00%,71.80%,70.50%,58.30%,1/3,02:10
31-Aug-09,US Open,Hard,SF,3,6,(6)Juan Martin Del Potro [ARG] d. (3)Nadal,6-2 6-2 6-2,0.7,4.40%,4.40%,77.80%,57.10%,30.00%,1/10,02:20
31-Aug-09,US Open,Hard,QF,3,11,(3)Nadal d. (11)Fernando Gonzalez [CHI],7-6(4) 7-6(2) 6-0,2.13,1.10%,0.00%,74.70%,84.60%,72.70%,2/2,02:37
31-Aug-09,US Open,Hard,R16,3,13,(3)Nadal d. (13)Gael Monfils [FRA],6-7(3) 6-3 6-1 6-3,1.45,0.00%,0.00%,73.60%,72.80%,62.10%,3/6,02:45
31-Aug-09,US Open,Hard,R32,3,33,(3)Nadal d. (32)Nicolas Almagro [ESP],7-5 6-4 6-4,1.28,2.00%,3.00%,62.40%,61.90%,55.30%,1/8,02:39
31-Aug-09,US Open,Hard,R64,3,129,(3)Nadal d. Nicolas Kiefer [GER],6-0 3-6 6-3 6-4,2.01,3.70%,1.20%,62.20%,72.50%,83.90%,1/3,02:59
31-Aug-09,US Open,Hard,R128,3,46,(3)Nadal d. Richard Gasquet [FRA],6-2 6-2 6-3,2.81,11.30%,0.00%,56.50%,94.30%,70.40%,0/0,01:41
16-Aug-09,Cincinnati Masters,Hard,SF,3,4,(4)Novak Djokovic [SRB] d. (2)Nadal,6-1 6-4,0.69,1.80%,5.40%,62.50%,60.00%,47.60%,3/6,01:32
16-Aug-09,Cincinnati Masters,Hard,QF,3,18,(2)Nadal d. Tomas Berdych [CZE],6-4 7-5,1.71,3.40%,1.70%,70.70%,85.40%,64.70%,0/0,01:41
16-Aug-09,Cincinnati Masters,Hard,R16,3,31,(2)Nadal d. Paul Henri Mathieu [FRA],7-5 6-2,1.4,8.50%,0.00%,69.50%,78.00%,44.40%,1/2,01:56
16-Aug-09,Cincinnati Masters,Hard,R32,3,45,(2)Nadal d. Andreas Seppi [ITA],7-6(4) 7-6(3),1.05,9.10%,2.30%,68.20%,75.00%,50.00%,9/10,02:11
10-Aug-09,Canada Masters,Hard,QF,2,6,(6)Juan Martin Del Potro [ARG] d. (2)Nadal,7-6(5) 6-1,0.72,1.50%,1.50%,64.20%,62.80%,45.80%,5/8,01:52
10-Aug-09,Canada Masters,Hard,R16,2,45,(2)Nadal d. Philipp Petzschner [GER],6-3 6-2,1.89,3.70%,7.40%,61.10%,81.80%,61.90%,2/2,01:10
10-Aug-09,Canada Masters,Hard,R32,2,19,(2)Nadal d. David Ferrer [ESP],4-3 RET,1.08,0.00%,2.90%,47.10%,62.50%,50.00%,7/8,00:37
25-May-09,Roland Garros,Clay,R16,1,25,(23)Robin Soderling [SWE] d. (1)Nadal,6-2 6-7(2) 6-4 7-6(2),0.9,2.30%,1.60%,77.30%,66.70%,44.80%,1/6,03:30
25-May-09,Roland Garros,Clay,R32,1,48,(1)Nadal d. Lleyton Hewitt [AUS],6-1 6-3 6-1,1.96,10.60%,0.00%,75.80%,76.00%,62.50%,2/3,01:51
25-May-09,Roland Garros,Clay,R64,1,72,(1)Nadal d. Teymuraz Gabashvili [RUS],6-1 6-4 6-2,1.68,2.60%,1.30%,64.90%,74.00%,70.40%,4/4,02:17
25-May-09,Roland Garros,Clay,R128,1,97,(1)Nadal d. (Q)Marcos Daniel [BRA],7-5 6-4 6-3,1.44,3.70%,0.00%,75.60%,67.70%,65.00%,4/7,02:23
10-May-09,Madrid Masters,Clay,F,1,2,(2)Roger Federer [SUI] d. (1)Nadal,6-4 6-4,1,1.90%,1.90%,79.60%,74.40%,45.50%,0/2,01:26
10-May-09,Madrid Masters,Clay,SF,1,4,(1)Nadal d. (3)Novak Djokovic [SRB],3-6 7-6(5) 7-6(9),0.84,3.00%,3.00%,75.90%,71.30%,50.00%,6/8,04:03
10-May-09,Madrid Masters,Clay,QF,1,8,(1)Nadal d. (7)Fernando Verdasco [ESP],6-4 7-5,1.23,1.30%,1.30%,77.60%,62.70%,58.80%,3/5,01:59
10-May-09,Madrid Masters,Clay,R16,1,35,(1)Nadal d. Philipp Kohlschreiber [GER],W/O,,,,,,,,
10-May-09,Madrid Masters,Clay,R32,1,27,(1)Nadal d. Jurgen Melzer [AUT],6-3 6-1,2.11,2.40%,0.00%,58.50%,87.50%,64.70%,0/0,01:02
27-Apr-09,Rome Masters,Clay,F,1,3,(1)Nadal d. (3)Novak Djokovic [SRB],7-6(2) 6-2,1.27,0.00%,1.40%,71.40%,68.00%,55.00%,2/4,02:03
27-Apr-09,Rome Masters,Clay,SF,1,13,(1)Nadal d. (12)Fernando Gonzalez [CHI],6-3 6-3,1.6,2.20%,0.00%,73.90%,79.40%,50.00%,0/1,01:15
27-Apr-09,Rome Masters,Clay,QF,1,8,(1)Nadal d. (6)Fernando Verdasco [ESP],6-3 6-3,1.29,0.00%,0.00%,70.00%,64.30%,61.10%,5/6,01:51
27-Apr-09,Rome Masters,Clay,R16,1,27,(1)Nadal d. Robin Soderling [SWE],6-1 6-0,1.8,2.00%,3.90%,56.90%,62.10%,68.20%,5/5,01:24
27-Apr-09,Rome Masters,Clay,R32,1,37,(1)Nadal d. Andreas Seppi [ITA],6-2 6-3,2.11,2.30%,0.00%,68.20%,80.00%,71.40%,2/3,01:20
20-Apr-09,Barcelona,Clay,F,1,13,(1)Nadal d. (4)David Ferrer [ESP],6-2 7-5,1.33,1.50%,1.50%,58.50%,63.20%,55.60%,4/7,01:46
20-Apr-09,Barcelona,Clay,SF,1,8,(1)Nadal d. (3)Nikolay Davydenko [RUS],6-3 6-2,1.28,1.50%,3.00%,67.20%,73.30%,45.50%,6/6,01:46
20-Apr-09,Barcelona,Clay,QF,1,15,(1)Nadal d. (7)David Nalbandian [ARG],W/O,,,,,,,,
20-Apr-09,Barcelona,Clay,R16,1,61,(1)Nadal d. Christophe Rochus [BEL],6-2 6-0,2.08,7.50%,2.50%,77.50%,67.70%,88.90%,0/0,00:56
20-Apr-09,Barcelona,Clay,R32,1,75,(1)Nadal d. (Q)Frederico Gil [POR],6-2 6-2,1.51,2.00%,0.00%,66.70%,67.60%,70.60%,3/3,01:30
12-Apr-09,Monte Carlo Masters,Clay,F,1,3,(1)Nadal d. (3)Novak Djokovic [SRB],6-3 2-6 6-1,1.21,2.30%,1.10%,65.50%,61.40%,46.70%,6/11,02:43
12-Apr-09,Monte Carlo Masters,Clay,SF,1,4,(1)Nadal d. (4)Andy Murray [GBR],6-2 7-6(4),1.32,0.00%,1.50%,61.50%,67.50%,56.00%,2/4,02:09
12-Apr-09,Monte Carlo Masters,Clay,QF,1,66,(1)Nadal d. (WC)Ivan Ljubicic [CRO],6-3 6-3,1.36,3.80%,1.90%,71.20%,78.40%,46.70%,0/1,01:13
12-Apr-09,Monte Carlo Masters,Clay,R16,1,98,(1)Nadal d. (Q)Nicolas Lapentti [ECU],6-3 6-0,1.4,2.30%,2.30%,69.80%,60.00%,46.20%,2/4,01:32
12-Apr-09,Monte Carlo Masters,Clay,R32,1,167,(1)Nadal d. Juan Ignacio Chela [ARG],6-2 6-3,1.4,3.60%,5.50%,56.40%,71.00%,54.20%,5/7,01:26
25-Mar-09,Miami Masters,Hard,QF,1,7,(6)Juan Martin Del Potro [ARG] d. (1)Nadal,6-4 3-6 7-6(3),1.01,7.80%,1.90%,63.10%,69.20%,47.40%,1/9,03:00
25-Mar-09,Miami Masters,Hard,R16,1,17,(1)Nadal d. (16)Stan Wawrinka [SUI],7-6(2) 7-6(4),1.28,0.00%,0.00%,65.10%,74.10%,65.50%,4/5,02:43
25-Mar-09,Miami Masters,Hard,R32,1,74,(1)Nadal d. (Q)Frederico Gil [POR],7-5 6-3,1.3,8.60%,1.70%,70.70%,75.60%,41.20%,4/6,01:35
25-Mar-09,Miami Masters,Hard,R64,1,72,(1)Nadal d. Teymuraz Gabashvili [RUS],6-2 6-2,1.99,7.30%,0.00%,63.40%,80.80%,60.00%,2/3,01:23
12-Mar-09,Indian Wells Masters,Hard,F,1,4,(1)Nadal d. (4)Andy Murray [GBR],6-1 6-2,1.95,0.00%,2.30%,60.50%,80.80%,64.70%,0/0,01:21
12-Mar-09,Indian Wells Masters,Hard,SF,1,7,(1)Nadal d. (7)Andy Roddick [USA],6-4 7-6(4),1.05,6.70%,2.70%,66.70%,74.00%,48.00%,3/5,01:50
12-Mar-09,Indian Wells Masters,Hard,QF,1,6,(1)Nadal d. (6)Juan Martin Del Potro [ARG],6-2 6-4,1.41,3.20%,1.60%,71.00%,72.70%,50.00%,4/5,01:50
12-Mar-09,Indian Wells Masters,Hard,R16,1,14,(1)Nadal d. (14)David Nalbandian [ARG],3-6 7-6(5) 6-0,1.18,1.10%,1.10%,66.70%,62.90%,61.30%,1/11,02:55
12-Mar-09,Indian Wells Masters,Hard,R32,1,27,(1)Nadal d. (26)Dmitry Tursunov [RUS],6-3 6-3,1.55,5.80%,5.80%,57.70%,90.00%,50.00%,1/1,01:19
12-Mar-09,Indian Wells Masters,Hard,R64,1,112,(1)Nadal d. (Q)Michael Berrer [GER],6-2 6-1,3.47,0.00%,3.00%,48.50%,81.30%,88.20%,0/0,01:08
06-Mar-09,Davis Cup WG R1: ESP vs SRB,Clay,RR,1,47,Nadal d. Janko Tipsarevic [SRB],6-1 6-0 6-2,,,,,,,,
06-Mar-09,Davis Cup WG R1: ESP vs SRB,Clay,RR,1,3,Nadal d. Novak Djokovic [SRB],6-4 6-4 6-1,,,,,,,,
09-Feb-09,Rotterdam,Hard,F,1,4,(2)Andy Murray [GBR] d. (1)Nadal,6-3 4-6 6-0,0.72,3.00%,4.50%,50.00%,54.50%,33.30%,5/12,01:51
09-Feb-09,Rotterdam,Hard,SF,1,12,(1)Nadal d. (5)Gael Monfils [FRA],6-4 6-4,1.33,1.60%,1.60%,71.40%,77.80%,44.40%,6/7,01:42
09-Feb-09,Rotterdam,Hard,QF,1,13,(1)Nadal d. (7)Jo Wilfried Tsonga [FRA],6-4 6-7(5) 6-4,1.37,4.30%,2.10%,67.00%,76.20%,64.50%,1/2,02:40
09-Feb-09,Rotterdam,Hard,R16,1,478,(1)Nadal d. (WC)Grigor Dimitrov [BUL],7-5 3-6 6-2,1.31,3.60%,1.20%,60.70%,72.50%,66.70%,7/9,02:26
09-Feb-09,Rotterdam,Hard,R32,1,37,(1)Nadal d. Simone Bolelli [ITA],4-6 6-2 7-5,1.39,11.10%,2.50%,61.70%,82.00%,58.10%,0/1,02:26
19-Jan-09,Australian Open,Hard,F,1,2,(1)Nadal d. (2)Roger Federer [SUI],7-5 3-6 7-6(3) 3-6 6-2,0.99,2.30%,2.30%,64.00%,66.10%,47.60%,13/19,04:19
19-Jan-09,Australian Open,Hard,SF,1,15,(1)Nadal d. (14)Fernando Verdasco [ESP],6-7(4) 6-4 7-6(2) 6-7(1) 6-4,1.12,6.90%,1.70%,74.00%,71.90%,62.20%,2/4,05:10
19-Jan-09,Australian Open,Hard,QF,1,8,(1)Nadal d. (6)Gilles Simon [FRA],6-2 7-5 7-5,1.37,5.30%,2.10%,67.00%,73.00%,58.10%,4/7,02:26
19-Jan-09,Australian Open,Hard,R16,1,14,(1)Nadal d. (13)Fernando Gonzalez [CHI],6-3 6-2 6-4,1.76,5.50%,0.00%,67.10%,77.60%,62.50%,5/7,01:53
19-Jan-09,Australian Open,Hard,R32,1,79,(1)Nadal d. Tommy Haas [GER],6-4 6-2 6-2,2.53,6.50%,0.00%,69.40%,81.40%,78.90%,0/1,02:02
19-Jan-09,Australian Open,Hard,R64,1,92,(1)Nadal d. Roko Karanusic [CRO],6-2 6-3 6-2,1.52,3.90%,2.60%,64.90%,74.00%,63.00%,6/6,01:36
19-Jan-09,Australian Open,Hard,R128,1,75,(1)Nadal d. Christophe Rochus [BEL],6-0 6-2 6-2,3.95,19.60%,3.90%,68.60%,91.40%,75.00%,0/0,01:16
05-Jan-09,Doha,Hard,QF,1,13,(5)Gael Monfils [FRA] d. (1)Nadal,6-4 6-4,0.74,0.00%,3.20%,73.00%,63.00%,41.20%,4/7,01:29
05-Jan-09,Doha,Hard,R16,1,144,(1)Nadal d. (Q)Karol Beck [SVK],6-1 6-2,2.38,5.70%,8.60%,57.10%,90.00%,53.30%,1/2,01:01
05-Jan-09,Doha,Hard,R32,1,51,(1)Nadal d. Fabrice Santoro [FRA],6-0 6-1,6.23,3.70%,0.00%,74.10%,95.00%,71.40%,0/0,00:47
26-Oct-08,Paris Masters,Hard,QF,1,6,(6)Nikolay Davydenko [RUS] d. (1)Nadal,6-1 RET,0.64,0.00%,3.00%,57.60%,52.60%,28.60%,5/8,00:48
26-Oct-08,Paris Masters,Hard,R16,1,16,(1)Nadal d. (16)Gael Monfils [FRA],6-3 6-2,1.37,0.00%,0.00%,57.40%,74.30%,65.40%,9/9,01:31
26-Oct-08,Paris Masters,Hard,R32,1,63,(1)Nadal d. (LL)Florent Serra [FRA],6-2 6-4,1.86,10.60%,0.00%,55.30%,84.60%,71.40%,1/1,01:14
12-Oct-08,Madrid Masters,Hard,SF,1,16,Gilles Simon [FRA] d. (1)Nadal,3-6 7-5 7-6(6),1.13,2.00%,1.00%,61.80%,65.10%,59.00%,4/8,03:23
12-Oct-08,Madrid Masters,Hard,QF,1,40,(1)Nadal d. Feliciano Lopez [ESP],6-4 6-4,1.34,0.00%,0.00%,70.50%,74.40%,72.20%,2/2,01:31
12-Oct-08,Madrid Masters,Hard,R16,1,14,(1)Nadal d. (15)Richard Gasquet [FRA],6-4 6-2,1.4,3.50%,3.50%,57.90%,81.80%,54.20%,4/4,01:26
12-Oct-08,Madrid Masters,Hard,R32,1,54,(1)Nadal d. Ernests Gulbis [LAT],7-5 3-6 6-3,1.02,2.00%,2.00%,67.30%,71.20%,56.30%,4/5,02:22
19-Sep-08,Davis Cup WG SF: ESP vs USA,Clay,RR,1,39,Nadal d. Sam Querrey [USA],6-7(5) 6-4 6-3 6-4,,,,,,,,
19-Sep-08,Davis Cup WG SF: ESP vs USA,Clay,RR,1,8,Nadal d. Andy Roddick [USA],6-4 6-0 6-4,,,,,,,,
25-Aug-08,US Open,Hard,SF,1,6,(6)Andy Murray [GBR] d. (1)Nadal,6-2 7-6(5) 4-6 6-4,0.64,4.20%,1.20%,71.90%,59.20%,55.30%,16/20,03:31
25-Aug-08,US Open,Hard,QF,1,35,(1)Nadal d. Mardy Fish [USA],3-6 6-1 6-4 6-2,1.45,3.20%,0.00%,72.30%,73.50%,69.20%,0/1,02:38
25-Aug-08,US Open,Hard,R16,1,55,(1)Nadal d. Sam Querrey [USA],6-2 5-7 7-6(2) 6-3,1.1,3.70%,4.50%,66.40%,71.90%,48.90%,1/12,03:12
25-Aug-08,US Open,Hard,R32,1,71,(1)Nadal d. Viktor Troicki [SRB],6-4 6-3 6-0,1.52,6.70%,4.00%,65.30%,69.40%,65.40%,2/3,01:55
25-Aug-08,US Open,Hard,R64,1,261,(1)Nadal d. (Q)Ryler Deheart [USA],6-1 6-2 6-4,1.94,1.50%,4.50%,70.10%,80.90%,60.00%,0/1,01:41
25-Aug-08,US Open,Hard,R128,1,136,(1)Nadal d. (Q)Bjorn Phau [GER],7-6(4) 6-3 7-6(4),1.43,6.50%,1.90%,72.00%,75.30%,63.30%,2/3,02:59
11-Aug-08,Beijing Olympics,Hard,F,2,15,(2)Nadal d. (12)Fernando Gonzalez [CHI],6-3 7-6(2) 6-3,1.94,4.60%,3.40%,72.40%,85.70%,62.50%,4/4,02:23
