Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
21-Feb-05,Dubai,Hard,R16,1,98,(1)Federer d. (WC)Juan Carlos Ferrero [ESP],4-6 6-3 7-6(6),1.13,7.00%,1.00%,66.00%,69.70%,64.70%,6/9,02:16
21-Feb-05,Dubai,Hard,R32,1,119,(1)Federer d. (Q)Ivo Minar [CZE],6-7(5) 6-3 7-6(5),1.13,11.10%,4.00%,62.60%,75.80%,56.80%,2/4,02:04
14-Feb-05,Rotterdam,Hard,F,1,19,(1)Federer d. Ivan Ljubicic [CRO],5-7 7-5 7-6(5),1.48,12.40%,2.10%,69.10%,86.60%,56.70%,2/3,02:44
14-Feb-05,Rotterdam,Hard,SF,1,31,(1)Federer d. Mario Ancic [CRO],7-5 6-3,2,10.20%,4.10%,65.30%,84.40%,76.50%,0/0,01:28
14-Feb-05,Rotterdam,Hard,QF,1,15,(1)Federer d. (6)Nikolay Davydenko [RUS],7-5 7-5,1.01,6.80%,1.10%,61.40%,70.40%,58.80%,6/6,01:41
14-Feb-05,Rotterdam,Hard,R16,1,128,(1)Federer d. (Q)Stan Wawrinka [SUI],6-1 6-4,1.4,0.00%,1.70%,63.80%,73.00%,61.90%,1/1,01:04
14-Feb-05,Rotterdam,Hard,R32,1,112,(1)Federer d. (Q)Bohdan Ulihrach [CZE],6-3 6-4,1.37,9.70%,1.40%,62.50%,75.60%,59.30%,5/5,01:13
17-Jan-05,Australian Open,Hard,SF,1,4,(4)Marat Safin [RUS] d. (1)Federer,5-7 6-4 5-7 7-6(6) 9-7,1.11,11.70%,4.30%,56.90%,82.20%,50.60%,1/9,04:28
17-Jan-05,Australian Open,Hard,QF,1,8,(1)Federer d. (8)Andre Agassi [USA],6-3 6-4 6-4,1.25,22.20%,4.00%,65.70%,76.90%,61.80%,4/4,01:39
17-Jan-05,Australian Open,Hard,R16,1,155,(1)Federer d. (Q)Marcos Baghdatis [CYP],6-2 6-2 7-6(4),1.85,11.50%,0.00%,60.30%,85.10%,64.50%,0/1,01:43
17-Jan-05,Australian Open,Hard,R32,1,87,(1)Federer d. Jarkko Nieminen [FIN],6-3 5-2 RET,1.51,4.10%,2.00%,71.40%,65.70%,57.10%,1/5,00:57
17-Jan-05,Australian Open,Hard,R64,1,203,(1)Federer d. (Q)Takao Suzuki [JPN],6-3 6-4 6-4,1.64,8.30%,0.00%,70.20%,76.30%,68.00%,3/4,01:53
17-Jan-05,Australian Open,Hard,R128,1,49,(1)Federer d. Fabrice Santoro [FRA],6-1 6-1 6-2,1.8,5.90%,1.50%,60.30%,80.50%,55.60%,6/6,01:34
03-Jan-05,Doha,Hard,F,1,22,(1)Federer d. (6)Ivan Ljubicic [CRO],6-3 6-1,2.04,6.80%,0.00%,70.50%,77.40%,69.20%,3/3,01:03
03-Jan-05,Doha,Hard,SF,1,28,(1)Federer d. (8)Nikolay Davydenko [RUS],6-3 6-4,1.34,12.10%,0.00%,63.80%,73.00%,76.20%,1/1,01:05
03-Jan-05,Doha,Hard,QF,1,25,(1)Federer d. (7)Feliciano Lopez [ESP],6-1 6-2,2.73,14.60%,2.40%,65.90%,85.20%,71.40%,1/1,00:51
03-Jan-05,Doha,Hard,R16,1,46,(1)Federer d. Greg Rusedski [GBR],6-3 6-4,1.62,3.60%,0.00%,60.70%,67.60%,86.40%,2/2,01:01
03-Jan-05,Doha,Hard,R32,1,49,(1)Federer d. David Ferrer [ESP],6-1 6-1,1.63,1.90%,1.90%,75.00%,69.20%,53.80%,0/0,00:58
15-Nov-04,Masters Cup,Hard,F,1,3,Federer d. Lleyton Hewitt [AUS],6-3 6-2,2.02,19.10%,0.00%,63.80%,86.70%,58.80%,0/0,01:07
15-Nov-04,Masters Cup,Hard,SF,1,4,Federer d. Marat Safin [RUS],6-3 7-6(18),1.23,9.90%,0.00%,61.70%,78.00%,61.30%,2/3,01:48
15-Nov-04,Masters Cup,Hard,RR,1,10,Federer d. Gaston Gaudio [ARG],6-1 7-6(4),2.26,14.00%,0.00%,59.60%,88.20%,69.60%,0/0,01:36
15-Nov-04,Masters Cup,Hard,RR,1,3,Federer d. Lleyton Hewitt [AUS],6-3 6-4,1.4,9.50%,0.00%,61.90%,71.80%,70.80%,3/3,01:16
