Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Jun-14,Halle,Grass,QF,4,48,(2)Federer d. Yen Hsun Lu [TPE],W/O,,,,,,,,
09-Jun-14,Halle,Grass,R16,4,47,(2)Federer d. Joao Sousa [POR],6-7(8) 6-4 6-2,1.7,12.60%,1.10%,82.80%,79.20%,73.30%,2/2,01:50
26-May-14,Roland Garros,Clay,R16,4,17,(18)Ernests Gulbis [LAT] d. (4)Federer,6-7(5) 7-6(3) 6-2 4-6 6-3,0.89,4.30%,1.90%,63.40%,68.60%,50.80%,1/12,03:42
26-May-14,Roland Garros,Clay,R32,4,32,(4)Federer d. (31)Dmitry Tursunov [RUS],7-5 6-7(7) 6-2 6-4,1.64,12.50%,0.80%,67.50%,80.20%,69.20%,2/2,03:07
26-May-14,Roland Garros,Clay,R64,4,109,(4)Federer d. (Q)Diego Schwartzman [ARG],6-3 6-4 6-4,1.59,11.10%,2.50%,63.00%,82.40%,56.70%,1/2,01:43
26-May-14,Roland Garros,Clay,R128,4,87,(4)Federer d. Lukas Lacko [SVK],6-2 6-4 6-2,3.05,11.50%,1.60%,72.10%,88.60%,76.50%,0/0,01:24
11-May-14,Rome Masters,Clay,R32,4,47,Jeremy Chardy [FRA] d. (4)Federer,1-6 6-3 7-6(6),0.92,8.90%,1.00%,68.30%,68.10%,50.00%,9/11,02:07
13-Apr-14,Monte Carlo Masters,Clay,F,4,3,(3)Stan Wawrinka [SUI] d. (4)Federer,4-6 7-6(5) 6-2,0.84,2.90%,1.00%,67.00%,73.90%,44.10%,4/7,02:14
13-Apr-14,Monte Carlo Masters,Clay,SF,4,2,(4)Federer d. (2)Novak Djokovic [SRB],7-5 6-2,1.59,5.30%,1.80%,70.20%,82.50%,58.80%,2/2,01:15
13-Apr-14,Monte Carlo Masters,Clay,QF,4,12,(4)Federer d. (9)Jo Wilfried Tsonga [FRA],2-6 7-6(6) 6-1,1.24,4.30%,0.00%,66.30%,68.90%,58.10%,2/4,02:26
13-Apr-14,Monte Carlo Masters,Clay,R16,4,47,(4)Federer d. Lukas Rosol [CZE],6-4 6-1,1.77,11.30%,1.90%,58.50%,90.30%,40.90%,1/4,00:58
13-Apr-14,Monte Carlo Masters,Clay,R32,4,41,(4)Federer d. Radek Stepanek [CZE],6-1 6-2,2.28,4.80%,2.40%,78.60%,87.90%,44.40%,2/2,00:52
04-Apr-14,Davis Cup WG QF: SUI vs KAZ,Hard,RR,4,56,Federer d. Mikhail Kukushkin [KAZ],6-4 6-4 6-2,,,,,,,,
04-Apr-14,Davis Cup WG QF: SUI vs KAZ,Hard,RR,4,64,Federer d. Andrey Golubev [KAZ],7-6(0) 6-2 6-3,,,,,,,,
19-Mar-14,Miami Masters,Hard,QF,5,21,(20)Kei Nishikori [JPN] d. (5)Federer,3-6 7-5 6-4,1.02,8.00%,3.40%,53.40%,70.20%,48.80%,7/12,02:09
19-Mar-14,Miami Masters,Hard,R16,5,9,(5)Federer d. (9)Richard Gasquet [FRA],6-1 6-2,2.47,16.20%,0.00%,67.60%,88.00%,58.30%,1/1,00:49
19-Mar-14,Miami Masters,Hard,R32,5,162,(5)Federer d. (Q)Thiemo De Bakker [NED],6-3 6-3,2.71,14.00%,2.30%,60.50%,84.60%,82.40%,0/0,01:03
19-Mar-14,Miami Masters,Hard,R64,5,53,(5)Federer d. Ivo Karlovic [CRO],6-4 7-6(4),5.35,11.50%,0.00%,75.00%,94.90%,92.30%,0/0,01:15
06-Mar-14,Indian Wells Masters,Hard,F,8,2,(2)Novak Djokovic [SRB] d. (7)Federer,3-6 6-3 7-6(3),0.96,5.90%,4.00%,63.40%,70.30%,56.80%,4/6,02:12
06-Mar-14,Indian Wells Masters,Hard,SF,8,31,(7)Federer d. (28)Alexandr Dolgopolov [UKR],6-3 6-1,2.19,16.30%,2.30%,72.10%,74.20%,83.30%,0/0,01:02
06-Mar-14,Indian Wells Masters,Hard,QF,8,18,(7)Federer d. (17)Kevin Anderson [RSA],7-5 6-1,2.52,5.90%,0.00%,64.70%,78.80%,88.90%,1/1,01:09
06-Mar-14,Indian Wells Masters,Hard,R16,8,12,(7)Federer d. (11)Tommy Haas [GER],6-4 6-4,1.32,11.30%,1.60%,64.50%,82.50%,45.50%,4/5,01:24
06-Mar-14,Indian Wells Masters,Hard,R32,8,30,(7)Federer d. (27)Dmitry Tursunov [RUS],7-6(7) 7-6(2),1.27,11.50%,1.30%,67.90%,71.70%,68.00%,1/3,01:46
06-Mar-14,Indian Wells Masters,Hard,R64,8,123,(7)Federer d. (Q)Paul Henri Mathieu [FRA],6-2 7-6(5),1.44,14.50%,1.60%,61.30%,84.20%,50.00%,1/2,01:31
24-Feb-14,Dubai,Hard,F,8,6,(4)Federer d. (3)Tomas Berdych [CZE],3-6 6-4 6-3,1.29,9.50%,1.20%,51.20%,83.70%,46.30%,7/10,01:59
24-Feb-14,Dubai,Hard,SF,8,2,(4)Federer d. (1)Novak Djokovic [SRB],3-6 6-3 6-2,1.16,9.10%,0.00%,59.70%,76.10%,58.10%,5/6,01:46
24-Feb-14,Dubai,Hard,QF,8,49,(4)Federer d. Lukas Rosol [CZE],6-2 6-2,1.69,8.30%,2.10%,62.50%,80.00%,44.40%,1/2,00:58
24-Feb-14,Dubai,Hard,R16,8,48,(4)Federer d. Radek Stepanek [CZE],6-2 6-7(4) 6-3,1.32,9.20%,5.70%,62.10%,72.20%,48.50%,4/8,02:09
24-Feb-14,Dubai,Hard,R32,8,90,(4)Federer d. Benjamin Becker [GER],6-1 6-4,1.88,10.00%,4.00%,62.00%,83.90%,63.20%,1/1,01:02
31-Jan-14,Davis Cup WG R1: SRB vs SUI,Hard,RR,8,268,Federer d. Ilija Bozoljac [SRB],6-4 7-5 6-2,,,,,,,,
13-Jan-14,Australian Open,Hard,SF,6,1,(1)Rafael Nadal [ESP] d. (6)Federer,7-6(4) 6-3 6-3,0.67,7.60%,1.00%,65.70%,65.20%,50.00%,1/10,02:24
13-Jan-14,Australian Open,Hard,QF,6,4,(6)Federer d. (4)Andy Murray [GBR],6-3 6-4 6-7(6) 6-3,1.47,8.20%,0.00%,63.90%,76.90%,65.90%,1/2,03:20
13-Jan-14,Australian Open,Hard,R16,6,10,(6)Federer d. (10)Jo Wilfried Tsonga [FRA],6-3 7-5 6-4,1.85,8.30%,1.20%,57.10%,87.50%,69.40%,1/1,01:52
13-Jan-14,Australian Open,Hard,R32,6,79,(6)Federer d. Teymuraz Gabashvili [RUS],6-2 6-2 6-3,1.92,8.20%,1.40%,61.60%,86.70%,57.10%,5/5,01:41
13-Jan-14,Australian Open,Hard,R64,6,99,(6)Federer d. Blaz Kavcic [SLO],6-2 6-1 7-6(4),1.71,14.50%,0.00%,76.30%,77.60%,50.00%,1/2,01:47
13-Jan-14,Australian Open,Hard,R128,6,133,(6)Federer d. (WC)James Duckworth [AUS],6-4 6-4 6-2,1.65,14.10%,6.40%,57.70%,88.90%,57.60%,1/1,01:46
29-Dec-13,Brisbane,Hard,F,6,60,Lleyton Hewitt [AUS] d. (1)Federer,6-1 4-6 6-3,0.88,15.10%,0.00%,64.00%,69.10%,45.20%,7/11,02:07
29-Dec-13,Brisbane,Hard,SF,6,34,(1)Federer d. (8)Jeremy Chardy [FRA],6-3 6-7(3) 6-3,1.23,21.10%,3.20%,58.90%,82.10%,59.00%,1/1,01:56
29-Dec-13,Brisbane,Hard,QF,6,61,(1)Federer d. Marinko Matosevic [AUS],6-1 6-1,2.14,22.00%,2.40%,61.00%,84.00%,56.30%,3/3,00:58
29-Dec-13,Brisbane,Hard,R16,6,39,(1)Federer d. Jarkko Nieminen [FIN],6-4 6-2,1.66,16.10%,0.00%,60.70%,79.40%,63.60%,4/4,01:08
04-Nov-13,Tour Finals,Hard,SF,7,1,(1)Rafael Nadal [ESP] d. (6)Federer,7-5 6-3,0.66,10.20%,1.70%,66.10%,69.20%,40.00%,0/4,01:20
04-Nov-13,Tour Finals,Hard,RR,7,2,(2)Novak Djokovic [SRB] d. (6)Federer,6-4 6-7(2) 6-2,0.9,4.90%,4.90%,54.40%,66.10%,48.90%,6/11,02:22
04-Nov-13,Tour Finals,Hard,RR,7,5,(6)Federer d. (4)Juan Martin Del Potro [ARG],4-6 7-6(2) 7-5,1.26,10.20%,1.00%,65.30%,79.70%,50.00%,4/8,02:27
04-Nov-13,Tour Finals,Hard,RR,7,9,(6)Federer d. (8)Richard Gasquet [FRA],6-4 6-3,1.35,9.40%,1.60%,75.00%,68.80%,56.30%,5/6,01:22
28-Oct-13,Paris Masters,Hard,SF,6,2,(2)Novak Djokovic [SRB] d. (5)Federer,4-6 6-3 6-2,0.84,5.60%,4.50%,66.30%,67.80%,40.00%,6/10,02:01
28-Oct-13,Paris Masters,Hard,QF,6,5,(5)Federer d. (4)Juan Martin Del Potro [ARG],6-3 4-6 6-3,1.82,8.70%,0.00%,68.10%,83.00%,63.60%,2/4,01:44
28-Oct-13,Paris Masters,Hard,R16,6,23,(5)Federer d. Philipp Kohlschreiber [GER],6-3 6-4,1.59,14.50%,1.80%,74.50%,85.40%,50.00%,3/3,01:04
28-Oct-13,Paris Masters,Hard,R32,6,21,(5)Federer d. Kevin Anderson [RSA],6-4 6-4,1.29,11.30%,0.00%,62.90%,74.40%,56.50%,5/6,01:23
21-Oct-13,Basel,Hard,F,6,5,(1)Juan Martin Del Potro [ARG] d. (3)Federer,7-6(3) 2-6 6-4,0.96,13.90%,5.00%,60.40%,75.40%,47.50%,4/6,02:20
21-Oct-13,Basel,Hard,SF,6,40,(3)Federer d. Vasek Pospisil [CAN],6-3 6-7(3) 7-5,1.25,3.70%,0.90%,56.10%,73.30%,55.30%,2/4,02:40
21-Oct-13,Basel,Hard,QF,6,22,(3)Federer d. (8)Grigor Dimitrov [BUL],6-3 7-6(2),1.39,4.40%,5.90%,55.90%,84.20%,53.30%,9/10,01:32
21-Oct-13,Basel,Hard,R16,6,48,(3)Federer d. Denis Istomin [UZB],4-6 6-3 6-2,1.4,4.90%,1.20%,56.10%,71.70%,69.40%,5/6,01:51
21-Oct-13,Basel,Hard,R32,6,62,(3)Federer d. Adrian Mannarino [FRA],6-4 6-2,1.79,6.10%,4.10%,51.00%,88.00%,58.30%,0/1,01:11
07-Oct-13,Shanghai Masters,Hard,R16,7,42,Gael Monfils [FRA] d. (5)Federer,6-4 6-7(5) 6-3,0.87,2.90%,2.00%,71.60%,71.20%,51.70%,7/10,02:09
07-Oct-13,Shanghai Masters,Hard,R32,7,22,(5)Federer d. Andreas Seppi [ITA],6-4 6-3,1.22,10.40%,3.00%,59.70%,75.00%,51.90%,4/5,01:14
26-Aug-13,US Open,Hard,R16,7,22,(19)Tommy Robredo [ESP] d. (7)Federer,7-6(3) 6-3 6-4,1.01,5.80%,0.00%,60.50%,73.10%,47.10%,3/7,02:24
26-Aug-13,US Open,Hard,R32,7,63,(7)Federer d. Adrian Mannarino [FRA],6-3 6-0 6-2,1.99,11.60%,5.80%,56.50%,92.30%,50.00%,1/1,01:21
26-Aug-13,US Open,Hard,R64,7,48,(7)Federer d. Carlos Berlocq [ARG],6-3 6-2 6-1,1.87,8.70%,2.90%,52.20%,75.00%,66.70%,2/3,01:35
26-Aug-13,US Open,Hard,R128,7,62,(7)Federer d. Grega Zemlja [SLO],6-3 6-2 7-5,2.07,15.00%,2.50%,61.30%,85.70%,64.50%,2/3,01:33
11-Aug-13,Cincinnati Masters,Hard,QF,5,3,(4)Rafael Nadal [ESP] d. (5)Federer,5-7 6-4 6-3,0.87,3.90%,0.00%,63.70%,67.70%,62.20%,7/9,02:14
11-Aug-13,Cincinnati Masters,Hard,R16,5,13,(5)Federer d. (11)Tommy Haas [GER],1-6 7-5 6-3,0.99,10.00%,4.00%,66.00%,71.20%,41.20%,6/9,01:53
11-Aug-13,Cincinnati Masters,Hard,R32,5,26,(5)Federer d. Philipp Kohlschreiber [GER],6-3 7-6(7),1.77,12.90%,1.60%,61.30%,86.80%,62.50%,0/1,01:27
22-Jul-13,Gstaad,Clay,R16,5,55,Daniel Brands [GER] d. (1)Federer,6-3 6-4,0.85,14.00%,1.80%,52.60%,73.30%,51.90%,4/6,01:06
15-Jul-13,Hamburg,Clay,SF,5,114,(Q)Federico Delbonis [ARG] d. (1)Federer,7-6(7) 7-6(4),0.74,5.20%,2.10%,57.70%,78.60%,53.70%,6/7,01:53
15-Jul-13,Hamburg,Clay,QF,5,45,(1)Federer d. Florian Mayer [GER],7-6(4) 3-6 7-5,1.04,1.90%,2.80%,58.90%,73.00%,45.50%,4/9,02:00
15-Jul-13,Hamburg,Clay,R16,5,140,(1)Federer d. (Q)Jan Hajek [CZE],6-4 6-3,1.56,12.10%,1.70%,51.70%,70.00%,71.40%,1/4,01:12
15-Jul-13,Hamburg,Clay,R32,5,58,(1)Federer d. Daniel Brands [GER],3-6 6-3 6-2,1.63,12.90%,2.90%,60.00%,83.30%,60.70%,1/2,01:26
24-Jun-13,Wimbledon,Grass,R64,3,116,Sergiy Stakhovsky [UKR] d. (3)Federer,6-7(5) 7-6(5) 7-5 7-6(5),1.02,10.10%,0.60%,72.20%,79.80%,54.50%,5/7,03:00
24-Jun-13,Wimbledon,Grass,R128,3,48,(3)Federer d. Victor Hanescu [ROU],6-3 6-2 6-0,4.2,12.50%,0.00%,69.60%,89.70%,82.40%,0/0,01:09
10-Jun-13,Halle,Grass,F,3,29,(1)Federer d. Mikhail Youzhny [RUS],6-7(5) 6-3 6-4,1.39,11.30%,1.00%,66.00%,79.70%,66.70%,2/2,02:03
10-Jun-13,Halle,Grass,SF,3,11,(1)Federer d. (3)Tommy Haas [GER],3-6 6-3 6-4,1.29,19.20%,1.30%,64.10%,80.00%,57.10%,2/3,01:38
10-Jun-13,Halle,Grass,QF,3,156,(1)Federer d. (WC)Mischa Zverev [GER],6-0 6-0,2.78,12.10%,3.00%,63.60%,71.40%,83.30%,0/0,00:40
10-Jun-13,Halle,Grass,R16,3,166,(1)Federer d. (WC)Cedrik Marcel Stebe [GER],6-3 6-3,1.41,4.80%,3.20%,58.10%,75.00%,50.00%,1/2,01:08
27-May-13,Roland Garros,Clay,QF,3,8,(6)Jo Wilfried Tsonga [FRA] d. (2)Federer,7-5 6-3 6-3,0.56,0.00%,3.00%,67.00%,58.20%,42.40%,1/8,01:51
27-May-13,Roland Garros,Clay,R16,3,18,(2)Federer d. (15)Gilles Simon [FRA],6-1 4-6 2-6 6-2 6-3,1.3,7.70%,1.70%,64.10%,74.70%,54.80%,3/6,02:59
27-May-13,Roland Garros,Clay,R32,3,32,(2)Federer d. (30)Julien Benneteau [FRA],6-3 6-4 7-5,2.16,8.90%,0.00%,64.60%,82.40%,78.60%,1/3,01:31
27-May-13,Roland Garros,Clay,R64,3,188,(2)Federer d. (Q)Somdev Devvarman [IND],6-2 6-1 6-1,2.04,4.60%,0.00%,61.50%,75.00%,72.00%,3/3,01:22
27-May-13,Roland Garros,Clay,R128,3,164,(2)Federer d. (Q)Pablo Carreno Busta [ESP],6-2 6-2 6-3,2.55,16.90%,0.00%,67.80%,82.50%,73.70%,2/3,01:20
12-May-13,Rome Masters,Clay,F,3,5,(5)Rafael Nadal [ESP] d. (2)Federer,6-1 6-3,0.52,5.70%,0.00%,56.60%,56.70%,30.40%,1/6,01:09
12-May-13,Rome Masters,Clay,SF,3,36,(2)Federer d. Benoit Paire [FRA],7-6(5) 6-4,1.16,1.40%,4.10%,59.50%,77.30%,50.00%,5/6,01:28
12-May-13,Rome Masters,Clay,QF,3,24,(2)Federer d. Jerzy Janowicz [POL],6-4 7-6(2),1.41,16.70%,0.00%,75.80%,72.00%,75.00%,1/3,01:26
12-May-13,Rome Masters,Clay,R16,3,17,(2)Federer d. Gilles Simon [FRA],6-1 6-2,2.4,6.80%,0.00%,72.70%,75.00%,83.30%,0/0,01:03
12-May-13,Rome Masters,Clay,R32,3,293,(2)Federer d. (WC)Potito Starace [ITA],6-1 6-2,3.04,10.00%,0.00%,75.00%,83.30%,80.00%,2/2,00:51
05-May-13,Madrid Masters,Clay,R16,2,16,(14)Kei Nishikori [JPN] d. (2)Federer,6-4 1-6 6-2,1.28,10.80%,0.00%,64.60%,73.80%,65.20%,1/4,01:35
05-May-13,Madrid Masters,Clay,R32,2,48,(2)Federer d. Radek Stepanek [CZE],6-3 6-3,1.39,1.40%,2.90%,57.10%,75.00%,53.30%,7/8,01:21
07-Mar-13,Indian Wells Masters,Hard,QF,2,5,(5)Rafael Nadal [ESP] d. (2)Federer,6-4 6-2,0.62,5.30%,0.00%,64.00%,62.50%,29.60%,7/11,01:25
07-Mar-13,Indian Wells Masters,Hard,R16,2,18,(2)Federer d. (18)Stan Wawrinka [SUI],6-3 6-7(4) 7-5,1.04,4.80%,1.90%,59.60%,66.10%,50.00%,4/7,02:20
07-Mar-13,Indian Wells Masters,Hard,R32,2,60,(2)Federer d. Ivan Dodig [CRO],6-3 6-1,1.37,8.90%,5.40%,50.00%,82.10%,50.00%,3/3,01:01
07-Mar-13,Indian Wells Masters,Hard,R64,2,43,(2)Federer d. Denis Istomin [UZB],6-2 6-3,4.26,8.30%,5.60%,72.20%,96.20%,70.00%,0/0,00:58
25-Feb-13,Dubai,Hard,SF,2,6,(3)Tomas Berdych [CZE] d. (2)Federer,3-6 7-6(8) 6-4,0.91,11.00%,4.20%,58.50%,72.50%,53.10%,9/11,02:19
25-Feb-13,Dubai,Hard,QF,2,46,(2)Federer d. Nikolay Davydenko [RUS],6-2 6-2,2.42,11.90%,0.00%,76.20%,84.40%,70.00%,0/0,00:54
25-Feb-13,Dubai,Hard,R16,2,34,(2)Federer d. Marcel Granollers [ESP],6-3 6-4,1.25,3.20%,1.60%,60.30%,84.20%,52.00%,3/3,01:11
25-Feb-13,Dubai,Hard,R32,2,128,(2)Federer d. (WC)Malek Jaziri [TUN],5-7 6-0 6-2,1.88,15.20%,4.50%,54.50%,83.30%,66.70%,1/2,01:30
11-Feb-13,Rotterdam,Hard,QF,2,39,Julien Benneteau [FRA] d. (1)Federer,6-3 7-5,0.77,10.10%,5.80%,56.50%,66.70%,33.30%,3/8,01:21
11-Feb-13,Rotterdam,Hard,R16,2,123,(1)Federer d. (WC)Thiemo De Bakker [NED],6-3 6-4,1.34,6.70%,5.00%,56.70%,91.20%,50.00%,1/1,01:03
11-Feb-13,Rotterdam,Hard,R32,2,64,(1)Federer d. Grega Zemlja [SLO],6-3 6-1,1.91,6.40%,2.10%,63.80%,76.70%,70.60%,2/2,00:58
14-Jan-13,Australian Open,Hard,SF,2,3,(3)Andy Murray [GBR] d. (2)Federer,6-4 6-7(5) 6-3 6-7(2) 6-2,0.76,2.90%,1.20%,62.00%,72.60%,43.10%,1/10,04:00
14-Jan-13,Australian Open,Hard,QF,2,8,(2)Federer d. (7)Jo Wilfried Tsonga [FRA],7-6(4) 4-6 7-6(4) 3-6 6-3,1.11,3.80%,1.90%,62.00%,77.60%,55.00%,4/9,03:34
14-Jan-13,Australian Open,Hard,R16,2,15,(2)Federer d. (13)Milos Raonic [CAN],6-4 7-6(4) 6-2,2.37,17.90%,1.30%,64.10%,90.00%,75.00%,0/0,01:53
14-Jan-13,Australian Open,Hard,R32,2,43,(2)Federer d. Bernard Tomic [AUS],6-4 7-6(5) 6-1,1.6,11.60%,4.20%,70.50%,88.10%,42.90%,1/1,01:58
14-Jan-13,Australian Open,Hard,R64,2,40,(2)Federer d. Nikolay Davydenko [RUS],6-3 6-4 6-4,1.55,9.90%,2.20%,68.10%,75.80%,65.50%,0/0,01:59
14-Jan-13,Australian Open,Hard,R128,2,46,(2)Federer d. Benoit Paire [FRA],6-2 6-4 6-1,1.96,4.30%,0.00%,65.20%,84.40%,58.30%,3/3,01:23
05-Nov-12,Tour Finals,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(6) 7-5,1,8.60%,2.20%,61.30%,61.40%,52.80%,3/7,02:15
05-Nov-12,Tour Finals,Hard,SF,2,3,(2)Federer d. (3)Andy Murray [GBR],7-6(5) 6-2,1.55,3.40%,0.00%,54.20%,84.40%,63.00%,1/2,01:34
05-Nov-12,Tour Finals,Hard,RR,2,9,(2)Federer d. (8)Janko Tipsarevic [SRB],6-3 6-1,2.35,17.10%,2.40%,51.20%,95.20%,65.00%,0/0,01:09
05-Nov-12,Tour Finals,Hard,RR,2,5,(2)Federer d. (4)David Ferrer [ESP],6-4 7-6(5),1.1,4.80%,3.60%,53.00%,70.50%,64.10%,1/10,01:49
05-Nov-12,Tour Finals,Hard,RR,2,7,(6)Juan Martin Del Potro [ARG] d. (2)Federer,7-6(3) 4-6 6-3,0.78,13.60%,1.10%,62.50%,78.20%,60.60%,0/1,02:01
22-Oct-12,Basel,Hard,F,1,8,(2)Juan Martin Del Potro [ARG] d. (1)Federer,6-4 6-7(5) 7-6(3),0.87,16.20%,0.90%,67.60%,76.00%,63.90%,1/2,02:44
22-Oct-12,Basel,Hard,SF,1,101,(1)Federer d. (WC)Paul Henri Mathieu [FRA],7-5 6-4,1.39,16.70%,0.00%,58.30%,80.00%,68.00%,0/0,01:26
22-Oct-12,Basel,Hard,QF,1,46,(1)Federer d. Benoit Paire [FRA],6-2 6-2,2.79,10.30%,2.60%,64.10%,96.00%,57.10%,0/0,00:55
22-Oct-12,Basel,Hard,R16,1,34,(1)Federer d. Thomaz Bellucci [BRA],6-3 6-7(6) 7-5,1.21,8.30%,0.00%,61.50%,81.40%,70.30%,2/2,02:04
22-Oct-12,Basel,Hard,R32,1,83,(1)Federer d. (Q)Benjamin Becker [GER],7-5 6-3,1.48,16.40%,3.30%,55.70%,82.40%,55.60%,1/2,01:29
07-Oct-12,Shanghai Masters,Hard,SF,1,3,(3)Andy Murray [GBR] d. (1)Federer,6-4 6-4,0.72,5.00%,6.30%,58.80%,66.00%,36.40%,8/11,01:38
07-Oct-12,Shanghai Masters,Hard,QF,1,16,(1)Federer d. (10)Marin Cilic [CRO],6-3 6-4,1.33,12.90%,3.20%,67.70%,64.30%,55.00%,4/6,01:22
07-Oct-12,Shanghai Masters,Hard,R16,1,17,(1)Federer d. (13)Stan Wawrinka [SUI],4-6 7-6(4) 6-0,1.32,7.00%,1.20%,62.80%,66.70%,65.60%,1/3,01:56
07-Oct-12,Shanghai Masters,Hard,R32,1,62,(1)Federer d. (Q)Yen Hsun Lu [TPE],6-3 7-5,2.16,8.90%,1.80%,53.60%,93.30%,69.20%,1/1,01:20
14-Sep-12,Davis Cup WG PO: NED vs SUI,Clay,RR,1,159,Federer d. Thiemo De Bakker [NED],6-3 6-4 6-4,,,,,,,,
14-Sep-12,Davis Cup WG PO: NED vs SUI,Clay,RR,1,50,Federer d. Robin Haase [NED],6-1 6-4 6-4,,,,,,,,
27-Aug-12,US Open,Hard,QF,1,7,(6)Tomas Berdych [CZE] d. (1)Federer,7-6(1) 6-4 3-6 6-3,0.83,6.10%,2.60%,63.50%,71.20%,45.20%,6/11,02:42
27-Aug-12,US Open,Hard,R16,1,25,(1)Federer d. (23)Mardy Fish [USA],W/O,,,,,,,,
27-Aug-12,US Open,Hard,R32,1,26,(1)Federer d. (25)Fernando Verdasco [ESP],6-3 6-4 6-4,1.88,8.50%,1.20%,68.30%,87.50%,61.50%,1/1,02:02
27-Aug-12,US Open,Hard,R64,1,83,(1)Federer d. Bjorn Phau [GER],6-2 6-3 6-2,1.75,19.70%,1.30%,68.40%,78.80%,62.50%,1/1,01:30
27-Aug-12,US Open,Hard,R128,1,81,(1)Federer d. Donald Young [USA],6-3 6-2 6-4,1.98,9.20%,2.60%,71.10%,83.30%,59.10%,1/2,01:34
12-Aug-12,Cincinnati Masters,Hard,F,1,2,(1)Federer d. (2)Novak Djokovic [SRB],6-0 7-6(7),1.64,14.30%,1.80%,58.90%,81.80%,65.20%,0/0,01:20
12-Aug-12,Cincinnati Masters,Hard,SF,1,26,(1)Federer d. Stan Wawrinka [SUI],7-6(4) 6-3,1.54,7.40%,7.40%,54.40%,81.10%,67.70%,2/2,01:35
12-Aug-12,Cincinnati Masters,Hard,QF,1,20,(1)Federer d. (10)Mardy Fish [USA],6-3 7-6(4),1.74,8.80%,0.00%,73.70%,88.10%,53.30%,0/0,01:28
12-Aug-12,Cincinnati Masters,Hard,R16,1,49,(1)Federer d. Bernard Tomic [AUS],6-2 6-4,1.56,14.00%,2.00%,56.00%,82.10%,63.60%,0/0,01:02
12-Aug-12,Cincinnati Masters,Hard,R32,1,62,(1)Federer d. Alex Bogomolov Jr [RUS],6-3 6-2,1.99,23.50%,3.90%,58.80%,83.30%,66.70%,1/1,01:01
25-Jul-12,London Olympics,Grass,F,1,4,(3)Andy Murray [GBR] d. (1)Federer,6-2 6-1 6-4,0.64,11.50%,1.30%,65.40%,64.70%,37.00%,5/10,01:56
25-Jul-12,London Olympics,Grass,SF,1,9,(1)Federer d. (8)Juan Martin Del Potro [ARG],3-6 7-6(5) 19-17,1.12,13.20%,1.10%,67.80%,74.60%,62.50%,5/7,04:26
25-Jul-12,London Olympics,Grass,QF,1,11,(1)Federer d. (10)John Isner [USA],6-4 7-6(5),1.02,4.10%,1.40%,63.00%,78.30%,63.00%,1/1,01:25
25-Jul-12,London Olympics,Grass,R16,1,34,(1)Federer d. Denis Istomin [UZB],7-5 6-3,1.3,4.40%,0.00%,73.50%,76.00%,55.60%,4/5,01:21
25-Jul-12,London Olympics,Grass,R32,1,32,(1)Federer d. Julien Benneteau [FRA],6-2 6-2,1.74,14.90%,0.00%,66.00%,80.60%,56.30%,0/0,00:58
25-Jul-12,London Olympics,Grass,R64,1,51,(1)Federer d. Alejandro Falla [COL],6-3 5-7 6-3,1.21,10.30%,1.10%,63.20%,72.70%,50.00%,3/6,01:47
25-Jun-12,Wimbledon,Grass,F,3,4,(3)Federer d. (4)Andy Murray [GBR],4-6 7-5 6-3 6-4,1.22,9.20%,2.30%,68.70%,75.60%,48.80%,5/7,03:24
25-Jun-12,Wimbledon,Grass,SF,3,1,(3)Federer d. (1)Novak Djokovic [SRB],6-3 3-6 6-4 6-3,1.32,11.90%,0.00%,64.40%,75.40%,72.20%,2/3,02:19
25-Jun-12,Wimbledon,Grass,QF,3,33,(3)Federer d. (26)Mikhail Youzhny [RUS],6-1 6-2 6-2,1.89,3.00%,0.00%,62.10%,87.80%,52.00%,2/2,01:32
25-Jun-12,Wimbledon,Grass,R16,3,75,(3)Federer d. Xavier Malisse [BEL],7-6(1) 6-1 4-6 6-3,1.4,7.70%,0.90%,70.10%,73.20%,57.10%,8/11,02:11
25-Jun-12,Wimbledon,Grass,R32,3,32,(3)Federer d. (29)Julien Benneteau [FRA],4-6 6-7(3) 6-2 7-6(6) 6-1,1.28,9.00%,2.60%,64.70%,79.20%,56.40%,4/6,03:34
25-Jun-12,Wimbledon,Grass,R64,3,68,(3)Federer d. Fabio Fognini [ITA],6-1 6-3 6-2,2.47,21.70%,3.30%,68.30%,90.20%,57.90%,0/0,01:14
25-Jun-12,Wimbledon,Grass,R128,3,43,(3)Federer d. Albert Ramos [ESP],6-1 6-1 6-1,2.22,15.50%,1.70%,69.00%,72.50%,72.20%,1/2,01:19
11-Jun-12,Halle,Grass,F,3,87,(WC)Tommy Haas [GER] d. (2)Federer,7-6(5) 6-4,0.79,8.30%,3.60%,69.00%,72.40%,38.50%,2/4,01:35
11-Jun-12,Halle,Grass,SF,3,31,(2)Federer d. Mikhail Youzhny [RUS],6-1 6-4,1.81,17.00%,0.00%,68.10%,84.40%,46.70%,3/4,01:00
11-Jun-12,Halle,Grass,QF,3,21,(2)Federer d. (5)Milos Raonic [CAN],6-7(4) 6-4 7-6(3),1.28,9.60%,0.00%,69.10%,81.50%,82.80%,0/0,01:59
